premise	hypothesis	entailment	reasoning_type	function_name	g_id	answer	correct
The phone is above the desk.	The desk is right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is on the left side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is above the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is behind the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is on the right side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is in front of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is on top of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is to the left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the desk.	The desk is front the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is underneath the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is on top of the desk.	The desk is below the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is on top of the desk.	The desk is to the right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is in back of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is on the left side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is above the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is behind the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is on the right side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is in front of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is on top of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is to the left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the desk.	The desk is front the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is underneath the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is above the flower.	The flower is below the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is above the flower.	The flower is to the right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is in back of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is on the left side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is above the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is behind the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is on the right side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is in front of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is on top of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is to the left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is above the flower.	The flower is front the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is underneath the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is on top of the flower.	The flower is below the phone.	entailment	orientation	above_below_one_hop	0	contradiction	0
The phone is on top of the flower.	The flower is to the right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is in back of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is right of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is on the left side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is above the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is behind the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is on the right side of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is in front of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is on top of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is to the left of the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The phone is on top of the flower.	The flower is front the phone.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is underneath the desk.	entailment	orientation	above_below_one_hop	0	contradiction	0
The desk is above the apple.	The apple is below the desk.	entailment	orientation	above_below_one_hop	0	contradiction	0
The desk is above the apple.	The apple is to the right of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is in back of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is right of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is on the left side of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is above the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is left of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is behind the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is on the right side of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
The desk is above the apple.	The apple is in front of the desk.	contradiction	orientation	above_below_one_hop	1	contradiction	1
